StationCode,longitude,latitude,HUC_12,gage_id,ID,NHDV1_COMID,NHDV2_COMID,STATION_NAME,SampleID
SMC00924,-118.18053,34.22394,180701050209,11098000,T11098000,22514774,22514774,ARROYO SECO NR PASADENA CA,SMC00924_06202011_BMI_RWB_1
SMC00926,-117.88296,33.90739,180701060604,11089500,T11089500,22527373,22527373,FULLERTON C BL FULLERTON DAM NR BREA CA,SMC00926_06282010_BMI_RWB_1
SMC01161,-117.25532,33.44661,180703020501,11044350,T11044350,22548429,22548429,SANDIA C NR FALLBROOK CA,SMC01161_05272010_BMI_RWB_1
SMC01694,-117.90272,33.92,180701060603,11088500,T11088500,22527375,22527375,BREA C BL BREA DAM NR FULLERTON CA,SMC01694_06282010_BMI_RWB_1
SMC02804,-118.40866,34.14534,180701050208,11092450,T11092450,22515812,22515812,LOS ANGELES R A SEPULVEDA DAM CA,SMC02804_06202011_BMI_RWB_MCM_1
SMC02804,-118.40866,34.14534,180701050208,11097000,T11097000,22515762,22515762,BIG TUJUNGA C BL HANSEN DAM CA,SMC02804_06202011_BMI_RWB_MCM_1
SMC04661,-117.22499,33.40606,180703020503,11044250,T11044250,22548475,22548475,RAINBOW C NR FALLBROOK CA,SMC04661_07182011_BMI_RWB_1
SMC05109,-117.13858,33.4745,180703020302,11042631,T11042631,22549093,22549093,PECHANGA C NR TEMECULA CA,SMC05109_06232009_BMI_RWB_MCM_1
SMC11581,-117.60611,33.95246,180702030705,11073495,T11073495,22563070,22563070,CUCAMONGA C NR MIRA LOMA CA,SMC11581_05132015_BMI_RWB_1
SMC15677,-117.60439,33.95445,180702030705,11073495,T11073495,22563070,22563070,CUCAMONGA C NR MIRA LOMA CA,SMC15677_06292009_BMI_RWB_MCM_1
SMC19809,-119.3531,34.50141,180701010101,11114495,T11114495,17585808,17585808,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,SMC19809_06252013_BMI_RWB_1
309SET,-121.2945,36.32146,180600051311,11152050,T11152050,8205489,8205489,ARROYO SECO BL RELIZ C NR SOLEDAD CA,309SET_04242000_BMI_CSBP_Trans_1
535CR0910,-121.1292,37.591,180400091403,11290000,T11290000,2823972,2823972,TUOLUMNE R A MODESTO CA,535CR0910_06182014_BMI_RWB_1
553WER224,-118.7825,36.58194,180300070402,11208000,T11208000,14918011,14918005,MARBLE F KAWEAH R (R ONLY) A POTWISHA CAMP CA,553WER224_07072004_BMI_RWB_1
609PS0053,-116.22224,35.74614,180902022005,10251300,T10251300,20247268,20247268,"AMARGOSA RIVER AT TECOPA, CA",609PS0053_05142008_BMI_RWB_1
801RB8396,-117.43232,34.23603,180702030303,11063500,T11063500,22557742,22557742,LONE PINE C NR KEENBROOK CA,801RB8396_05272010_BMI_RWB_1
801RB8396,-117.43232,34.23603,180702030303,11063510,T11063510,22557744,22557744,CAJON C BL LONE PINE C NR KEENBROOK CA,801RB8396_05272010_BMI_RWB_1
801RB8483,-117.45662,34.25114,180702030303,11063500,T11063500,22557742,22557742,LONE PINE C NR KEENBROOK CA,801RB8483_06062011_BMI_RWB_1
801RB8483,-117.45662,34.25114,180702030303,11063510,T11063510,22557744,22557744,CAJON C BL LONE PINE C NR KEENBROOK CA,801RB8483_06062011_BMI_RWB_1
901M14134,-117.63283,33.59231,180703010103,11047300,T11047300,20350681,20350681,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,901M14134_04252016_BMI_RWB_1
902MCGSxx,-117.14042,33.47689,180703020407,11042900,T11042900,22547097,948070502,SANTA GERTRUDIS C NR TEMECULA CA,902MCGSxx_05231998_BMI_CSBP_Trans_1
SGUR010,-117.86114,34.19498,180701060601,11085000,T11085000,22524845,22524845,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,SGUR010_06182010_BMI_RWB_1
SMCR8_327,-117.42894,34.23294,180702030303,11063500,T11063500,22557742,22557742,LONE PINE C NR KEENBROOK CA,SMCR8_327_06282009_BMI_RWB_1
SMCR8_327,-117.42894,34.23294,180702030303,11063510,T11063510,22557744,22557744,CAJON C BL LONE PINE C NR KEENBROOK CA,SMCR8_327_06282009_BMI_RWB_1
