"objectid","stationcode","pgroup1","pgroup2","pgroup3","pgroup4","pgroup5","pgroup6","pgroup7","pgroup8","pgroup9","pgroup10","pgroup11","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
541,"106WER014",0.4615,0.0997,0.0854,0.0259,0.01,0.1865,0.0087,0.121,6e-04,5e-04,2e-04,"","machine","SWAMP","","false","{E60307DD-DDA0-4C12-B061-57D3CDEF6F31}",NA,NA,NA,NA,NA,NA,NA,NA,NA
542,"202BUT040",0.0272,0.0299,0.6687,0.1204,0.0113,0.0031,0.0036,0.0148,0.088,0.0168,0.0162,"","human","SMC","2018-09-05 00:00:00","false","{25B31AA9-0CCC-4F33-97AB-EFC7DE2B3048}",NA,NA,NA,NA,NA,NA,NA,NA,NA
543,"114DCURxx",0.0348,2e-04,0.6077,0.1529,0.0101,0.0013,2e-04,0.1622,0.0226,0.0066,0.0014,"","human","SMC","2018-09-05 00:00:00","false","{F464A295-AC37-4CA1-B598-604FFF7DB467}",NA,NA,NA,NA,NA,NA,NA,NA,NA
544,"111PS0178",0.2963,0.074,0.4335,0.1688,0.0132,0.0069,7e-04,0.0044,2e-04,7e-04,0.0013,"","human","SMC","2018-09-05 00:00:00","false","{ACAA5061-36DA-48BF-B5F6-A88DCF08ABDE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
545,"SMC00693",0,0,0.0027,0.0026,0,5e-04,0,0.4004,0.0673,0.4213,0.1052,"","human","SMC","2018-09-05 00:00:00","false","{406025E7-48E9-4535-A26F-DD24EC54D05A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
546,"103WE0585",0.0587,0.1568,0.1551,0.3543,0.2274,4e-04,8e-04,0.0018,3e-04,0.0429,0.0015,"","human","SMC","2018-09-05 00:00:00","false","{B5B1D730-2581-41E8-BF11-358D22C6319D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
547,"SMC04956",0,1e-04,0,0.0466,0,0,0,0.3282,0.0383,0.5367,0.0501,"","human","SMC","2018-09-05 00:00:00","false","{F5CF4F29-380B-4B9D-B5AE-6E78D504D883}",NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"514SCCAAR",0.0371,0.1629,0,0.0019,0.0011,0.0079,0.6831,0.0079,0.0981,0,0,"","human","SMC","2018-09-05 00:00:00","false","{51BF44B6-7882-4706-B8C2-BA4370425863}",NA,NA,NA,NA,NA,NA,NA,NA,NA
549,"801S16169",0,0.0017,2e-04,0.0087,0,0.0029,0,0.2752,0.0311,0.5803,0.0999,"","human","SMC","2018-09-05 00:00:00","true","{4D0CDFDF-4ACD-4B1C-8018-97EF4DB98131}",NA,NA,NA,NA,NA,NA,NA,NA,NA
551,"801S03971",0,0.0036,0.0023,0.0065,3e-04,2e-04,0,0.4423,0.0102,0.5202,0.0144,"","human","SMC","2018-09-05 00:00:00","true","{C0856903-EC3D-4A6E-B296-6EAF94B096AE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
552,"206CE0263",0.0538,0.1576,0.1582,0.2612,0.0111,0.0173,0.0046,0.0386,0.0745,0.1895,0.0336,"","machine","SWAMP","","false","{14A1C716-9D26-4CD0-97EE-D6F05E1FA05D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
553,"507OCCFRx",0.094,0.2989,0.1666,0.2373,0.0817,0.0708,6e-04,0.0101,0.0011,0.0371,0.0018,"","human","SMC","2018-09-05 00:00:00","false","{510E3675-7B31-45E7-B8B9-4CAA3A9F84E8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
556,"514SFA222",0.0694,0.295,0.007,0.0447,0.4261,0.0117,0.0574,0.009,0.0335,0.0422,0.004,"","human","SMC","2018-09-05 00:00:00","false","{BC07E8A6-F4B4-4423-B7BF-478B50A6FDC5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
557,"206PET060",0.0729,0.1499,0.1831,0.2507,0.0197,0.0205,0.0036,0.0571,0.0752,0.1391,0.0282,"","machine","SWAMP","","false","{CAC42D2D-E8E5-4214-B68A-C7C6BC81DE7B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
558,"626PS0171",2e-04,0.0059,5e-04,0.01,0.0017,0.002,0,0.76,0.0787,0.1125,0.0285,"","machine","SWAMP","","false","{F3229516-94CA-41DF-9E78-F443411D164F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
559,"305CE0484",0.0015,0.0295,0.0114,0.1833,0.0046,0.0011,4e-04,0.1995,0.0111,0.5431,0.0145,"","human","SMC","2018-09-05 00:00:00","false","{F625C248-D4A5-4D38-87A9-4A90777E054D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
560,"106PS0124",0.846,0.1132,0.0067,0.0105,0.0068,0.0101,0.0038,0.0025,0,0,4e-04,"","machine","SWAMP","","false","{2AE01BCB-B69B-498E-BF46-E8B08DF591A1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
561,"515HCSSHR",6e-04,0.0147,0.0111,0.3183,0.0101,2e-04,3e-04,0.1122,0.0151,0.5014,0.016,"","human","SMC","2018-09-05 00:00:00","false","{90C12294-AD3B-46A2-AE04-A372F2B26C10}",NA,NA,NA,NA,NA,NA,NA,NA,NA
562,"207MTD030",0.0025,0.0671,0.0474,0.384,0.0103,0.006,9e-04,0.0695,0.0447,0.3277,0.0399,"","human","SMC","2018-09-05 00:00:00","false","{54D0B894-845D-40D3-AF8F-00CEAAD8CE49}",NA,NA,NA,NA,NA,NA,NA,NA,NA
563,"305CAW049",0.0221,0.0227,0.0597,0.2517,0,0.0104,6e-04,0.2412,0.0444,0.2876,0.0596,"","human","SMC","2018-09-05 00:00:00","false","{F1AB9143-54B3-407E-8F96-C8C4BE6D4836}",NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"000CAT228",7e-04,0.0057,0,9e-04,1e-04,0.9305,0.0276,0.0012,0.0321,0,0.0012,"","human","SMC","2018-09-05 00:00:00","false","{936A96BF-AFB4-4A64-8945-BFA1106A98AD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"526SED088",0.0018,0.11,9e-04,0.5289,0.0861,0.0375,0.0064,0.0087,0.0026,0.2155,0.0016,"","human","SMC","2018-09-05 00:00:00","false","{AF80B648-228B-4A0F-BE92-AF6FF5CBFDDA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
567,"801STW208",0,0.0017,0,0.0484,9e-04,0.0026,0,0.3347,0.019,0.5397,0.053,"2017-04-04 15:53:38.2","human","SMC","2018-09-05 00:00:00","true","{6A6C9DC4-52F8-4E92-A4FD-5DD15867B275}",NA,NA,NA,NA,NA,NA,NA,NA,NA
568,"507CCPWxx",0.4484,0.1161,0.2436,0.0956,0.0199,0.0376,2e-04,0.0248,0.0017,0.0088,0.0033,"","human","SMC","2018-09-05 00:00:00","false","{EBE422CF-06B1-41FF-9154-2C32F4957343}",NA,NA,NA,NA,NA,NA,NA,NA,NA
569,"509PMC197",0.0783,0.0047,0.1007,0.7141,0.0086,0.0104,1e-04,0.0557,0.0032,0.0178,0.0064,"","human","SMC","2018-09-05 00:00:00","false","{7B6F414A-38E1-4A38-9782-766B82EA764E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"111TGCAER",0.0605,0.0029,0.735,0.0108,0.0275,0.0238,1e-04,0.1293,0.0012,0.0064,0.0025,"","human","SMC","2018-09-05 00:00:00","false","{7B123684-F586-4A00-A0D5-1FE0EADD14A1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
571,"SMC00428",0.0022,0.007,0.0069,0.0219,1e-04,0.0015,2e-04,0.0546,0.0611,0.7232,0.1213,"","human","SMC","2018-09-05 00:00:00","false","{058572B6-3CF9-4C74-84F6-7D6ED1D4FED2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
572,"514PCAPCR",0.4356,0.1526,0.0627,0.0656,0.035,0.1464,0.026,0.0651,0.0049,0.0034,0.0027,"","machine","SWAMP","","false","{DA3571AC-22B4-48ED-9C54-C3A2F9F1977C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
573,"202PES120",0.0084,0.1689,0.104,0.2457,0.2123,0.03,0.0078,0.036,0.0292,0.1526,0.0051,"","human","SMC","2018-09-05 00:00:00","false","{12E6C180-2C58-4323-A608-B2DFE71EFA45}",NA,NA,NA,NA,NA,NA,NA,NA,NA
576,"531CE0134",5e-04,0.0298,0.0138,0.3344,0.0086,8e-04,1e-04,0.1785,0.021,0.3929,0.0196,"","machine","SWAMP","","false","{EBED0E42-AA6D-4A12-BC3E-BFAE7ACD5216}",NA,NA,NA,NA,NA,NA,NA,NA,NA
577,"113GAR085",0.0535,0.0723,0.182,0.3357,0.0506,0.0132,0,0.0716,0.0014,0.2173,0.0024,"","human","SMC","2018-09-05 00:00:00","false","{35B745A0-46FE-4C60-AE61-23DF8D694945}",NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"535PS0221",2e-04,0.0324,0.0112,0.3091,0.0081,0.0029,4e-04,0.1396,0.0193,0.4541,0.0227,"","machine","SWAMP","","false","{28FFEB4A-2C23-4D83-A646-EF05F16B05BB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"903M20124",0,0,0.0025,0.0028,0,5e-04,0,0.4043,0.0673,0.415,0.1076,"","human","SMC","2018-09-05 00:00:00","true","{2D896549-7BD4-4ED0-A7AA-1486742E2574}",NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"505FC1275",0.352,0.4187,0.0409,0.0682,0.0194,0.0771,0.0019,0.0213,1e-04,1e-04,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{94078B1D-892A-4788-BD52-DEEF6BFA483E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"105WE0857",0.0451,0.2274,0.12,0.4099,0.1512,0.0111,6e-04,0.0151,0.0015,0.0162,0.0019,"","human","SMC","2018-09-05 00:00:00","false","{E8B520E6-1E7C-4C86-BA7A-5AE7044343A8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"901SJSJC9",0,0.0032,0.0011,0.0147,0.0022,1e-04,0,0.4896,0.0049,0.4727,0.0115,"","machine","SWAMP","","true","{83F30E9C-4F07-4995-9F42-20A3E6439DB6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"801S00135",0.0107,0.0276,1e-04,0.004,0.0497,0.1211,0.0141,0.0161,0.0216,0.0015,0.7335,"2017-04-04 15:53:38.183","human","SMC","2018-09-05 00:00:00","true","{DFD31E7B-E088-4A72-B9D3-3D7AB1D48864}",NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"SMC13214",0,0.0063,7e-04,0.0442,0.0064,0.0031,0,0.3327,0.0085,0.5881,0.01,"","human","SMC","2018-09-05 00:00:00","false","{1C499C4F-9A71-45A3-A305-8A19C9D64D8B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"111PS0060",0.5368,0.2339,0.0223,0.0213,0.0066,0.1416,0.0254,0.0105,2e-04,0.0011,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{87F16C7D-1BC3-45E5-B2F6-63BE07735CD7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
589,"801WE1008",0.0046,0.6773,0,0.0047,0.0187,0.1203,0.0078,0.0551,0.0501,0.039,0.0224,"","human","SMC","2018-09-05 00:00:00","true","{566C7157-C37F-4839-A1FF-8355DCA6476F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"206SPA220",0.0255,0.0274,0.2776,0.3296,0.0131,0.0094,0.0025,0.0291,0.2216,0.05,0.0142,"","human","SMC","2018-09-05 00:00:00","false","{4151C476-ED5B-44B9-BD87-39118852B61F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
592,"112WER078",0.1579,0.0916,0.4764,0.2324,0.0179,0.0027,0,0.0029,0.0034,0.01,0.0048,"","machine","SWAMP","","false","{C5306495-D0C2-45B8-8122-1023F9161EA8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
593,"906S02246",0,5e-04,0,0.0022,0,1e-04,0,0.4736,0.0384,0.4073,0.0779,"","human","SMC","2018-09-05 00:00:00","true","{8586D5C6-FCAB-4BAD-B82F-3C4A858B3BCE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
595,"205COY140",0.011,0.0735,0.045,0.4693,0.0318,0.0211,0.0016,0.099,0.0606,0.1477,0.0394,"","machine","SWAMP","","false","{34199C5B-F034-4B6E-AB06-24D8588E3C03}",NA,NA,NA,NA,NA,NA,NA,NA,NA
596,"403STC029",1e-04,1e-04,2e-04,0.0022,1e-04,0,0,0.0825,0.028,0.8839,0.0029,"","human","SMC","2018-09-05 00:00:00","true","{2DA03DBE-5A30-42E3-85C5-A7902B3E16F9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"801SDC180",0,0.0028,4e-04,0.0034,3e-04,2e-04,0,0.4974,0.0024,0.4871,0.006,"","human","SMC","2018-09-05 00:00:00","true","{5A41E50E-1004-4F4B-99BE-FAC9EA38E243}",NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"554LCCADR",0.0209,0.0884,0.0231,0.0455,0.0111,0.0113,9e-04,0.0311,0.6556,0.0806,0.0315,"","human","SMC","2018-09-05 00:00:00","false","{7FB99900-FCA0-436C-9A81-596879BB1E4A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
599,"633RDL001",0.0638,0.5474,1e-04,0,5e-04,0.0129,0.2278,0.0151,0.1324,0,0,"","human","SMC","2018-09-05 00:00:00","false","{7D5C8423-CFE1-41A5-AA84-B1D1FEDF1454}",NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"631PS0081",0.0041,0.2917,1e-04,0.009,0.0015,0.0023,0.6348,0.0011,0.0529,0.0024,1e-04,"","machine","SWAMP","","false","{2ADC7BC1-8F4E-4DC8-AAA5-5D8A6A19300C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"203COD120",0.0119,0.024,0.1913,0.2899,0.0057,0.0142,0.0022,0.1055,0.3036,0.0227,0.029,"","machine","SWAMP","","false","{7554357A-551E-4E29-8CEA-BD39DD195563}",NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"632PS0058",0.0078,0.1954,0,0.0044,0.0069,0.0145,0.6945,0.0023,0.0737,5e-04,0,"","human","SMC","2018-09-05 00:00:00","false","{405349C3-7379-4629-90A6-F9A9E494555E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
606,"719WWRAEF",0.0356,0.0416,0,0.0088,0.033,0.3043,0.1077,0.0853,0.0299,0.0019,0.3519,"","human","SMC","2018-09-05 00:00:00","false","{70469926-F045-4361-AFD6-507E2248DB43}",NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"603WER246",0.0935,0.1925,0.0028,0.0936,0.0327,0.2555,0.0501,0.0164,0.2193,0.0222,0.0214,"","machine","SWAMP","","false","{BBCBDDF8-43D1-48E6-9B15-6F5EA4397590}",NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"404S48200",0,0.0078,4e-04,0.0071,0,0.0049,0,0.1447,0.0095,0.7609,0.0647,"","human","SMC","2018-09-05 00:00:00","true","{FEB79CB4-EE19-479F-B93A-2E6AC2834817}",NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"SMC01384",0,0.0048,3e-04,0.0562,0.0013,0.0034,0,0.2887,0.0062,0.5883,0.0508,"","human","SMC","2018-09-05 00:00:00","false","{7D9E3024-FBBB-4D01-BEF5-BC412E0D7E4A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"310ADLCUx",0.0132,0.0867,0.022,0.1475,0.1169,0.0017,0.0194,0.0997,0.1383,0.1034,0.2512,"","human","SMC","2018-09-05 00:00:00","false","{D44E64C7-4FCB-4CAD-9F0E-97A9852AEE69}",NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"SMC05759",0,0.0057,6e-04,0.068,0.0067,1e-04,0,0.2906,0.0065,0.6145,0.0073,"","human","SMC","2018-09-05 00:00:00","false","{A5ACDEF0-B5E3-490C-9FF1-E4337C001859}",NA,NA,NA,NA,NA,NA,NA,NA,NA
612,"SGUT504",0,0,0,0.0283,6e-04,0,2e-04,0.2372,9e-04,0.6812,0.0516,"","human","SMC","2018-09-05 00:00:00","false","{11ECD19A-39A8-478B-A3FE-5CFA2B8F9885}",NA,NA,NA,NA,NA,NA,NA,NA,NA
613,"113GAR110",0.0964,0.0119,0.3691,0.0523,0.1984,0.0025,3e-04,0.1348,0.0972,0.0362,9e-04,"","human","SMC","2018-09-05 00:00:00","false","{340D7485-AAB6-4731-80E1-CB3CF2ECA173}",NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"541OSCHW5",2e-04,0.0238,0.013,0.3079,0.0103,0.0022,1e-04,0.1386,0.0187,0.4634,0.0218,"","machine","SWAMP","","false","{2846B778-8632-4FA7-A386-687665239E78}",NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"903WE0900",6e-04,0.006,0,0.0015,0.001,6e-04,0,0.824,0.0677,0.0755,0.0231,"","machine","SWAMP","","true","{3E458AD4-FD6A-4EAD-A75D-ADDE7B896058}",NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"518WE0521",0.0273,0.8032,0.0082,0.03,0.0943,0.0261,0.0016,0.0042,0.0015,0.0033,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{80CD2B2F-4720-4E51-993C-F74CDDF63F5F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"909SSWR08",2e-04,0.0102,0.0027,0.0369,0.0047,3e-04,0,0.376,0.1279,0.412,0.0291,"","machine","SWAMP","","true","{2DCD6B70-01FA-4A27-9C4F-06CD59323429}",NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"206SPA200",0.0127,0.0111,0.2204,0.3625,0.0074,0.008,0.0034,0.0445,0.2872,0.0319,0.0109,"","human","SMC","2018-09-05 00:00:00","false","{F848A9F6-E343-4023-BBFE-DB280BF44346}",NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"519PS0514",1e-04,0.0194,0.0142,0.3061,0.0206,2e-04,7e-04,0.0993,0.0132,0.5136,0.0126,"","machine","SWAMP","","false","{796BE26B-EEA9-483F-9530-BB8120BB1A37}",NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"204AVJ110",0.0078,0.0123,0.1839,0.3371,0.0047,0.0128,0.0016,0.0757,0.3199,0.0275,0.0167,"","human","SMC","2018-09-05 00:00:00","false","{B6AA0EBD-858E-4C71-BFED-199DC6FC3736}",NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"630SWA003",0.0038,0.1561,0,0.0052,0,0.3444,0.4482,2e-04,0.0421,0,0,"","human","SMC","2018-09-05 00:00:00","false","{C9C2141A-BB69-41CE-A357-820431464D18}",NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"304PS0274",0.0385,0.1269,0.1411,0.2288,0.0889,0.0121,8e-04,0.0469,0.007,0.3059,0.0031,"","human","SMC","2018-09-05 00:00:00","false","{C4C366FE-85BA-4AA4-92D6-24B932CCF425}",NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"801RB8590",0.0255,0.1022,0,0.1843,0.0406,0.2695,0.0231,0.093,0.1581,0.0696,0.0341,"2017-04-04 15:53:38.183","human","SMC","2018-09-05 00:00:00","true","{1E453678-EC5F-412C-9C15-FB73A99F023C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"106WER062",0.1814,0.7079,0.0262,0.0446,0.0074,0.0259,7e-04,0.0051,2e-04,0,6e-04,"","human","SMC","2018-09-05 00:00:00","false","{A2B9DA11-5819-4A7A-9D06-AEABD520F2BC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"110ECSLSF",0.2084,0.0496,0.6021,0.0625,0.0154,0.0177,0.0012,0.021,0.0136,0.0067,0.0018,"","machine","SWAMP","","false","{96D24843-96C8-4DB1-8F0E-8061B69A4D76}",NA,NA,NA,NA,NA,NA,NA,NA,NA
631,"902WE0888",0,2e-04,1e-04,4e-04,0,3e-04,0,0.5918,0.0045,0.3957,0.007,"","machine","SWAMP","","true","{58D0C979-CA87-426D-8032-2E311CFB9EBE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"603BPCBLP",0.0066,0.1161,0.0195,0.2443,0.0426,0.0271,0.0115,0.2488,0.039,0.1778,0.0667,"","human","SMC","2018-09-05 00:00:00","false","{BA38E30D-C536-429F-A503-562D7D7B65C5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"801RB8289",2e-04,0.0035,3e-04,0.0252,0.0013,0.0012,0,0.2755,0.118,0.475,0.0998,"","human","SMC","2018-09-05 00:00:00","true","{2AADC9C1-3C62-4950-8ACC-1EDFCD37FD2F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"907NP9OSD",1e-04,5e-04,0.0014,0.0016,0,0.0011,0,0.3179,0.1578,0.4381,0.0815,"","machine","SWAMP","","true","{868A07CF-4B76-4D16-96AC-98C093EA16FB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
637,"518CE0242",0.6417,0.0893,0.0597,0.1147,0.0158,0.0437,0.006,0.0109,0.0072,0.0049,0.0061,"","human","SMC","2018-09-05 00:00:00","false","{3A7F7A0E-EFD3-4251-A576-5FF4EBD8FD58}",NA,NA,NA,NA,NA,NA,NA,NA,NA
638,"518LST001",0.0939,0.4214,0.1172,0.1216,0.2284,0.0046,0.002,0.0049,4e-04,0.0056,0,"2016-11-18 10:14:24.33","human","SMC","2018-09-05 00:00:00","false","{DCACB994-EA3A-4748-A69E-EB9C8EC996B0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
639,"412LAR031",0,0.0068,7e-04,0.0474,0.0022,0.0037,0,0.3925,0.0091,0.5203,0.0173,"","human","SMC","2018-09-05 00:00:00","true","{84D5008F-8BA6-4AF5-BD10-2C248F5DD4C0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
640,"513BTCACC",0.0763,0.0393,0.1191,0.4695,0.0136,0.0126,0.0034,0.0477,0.0306,0.1371,0.0508,"","machine","SWAMP","","false","{A56D4048-E51C-4B39-B5FF-CB4B70BB77E8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
641,"631FC1099",0.0092,0.5217,1e-04,0.014,0.0075,0.0098,0.3354,0.0013,0.0982,0.0028,0,"","machine","SWAMP","","false","{C0569CE6-07AB-4DF2-A4FA-3F565E53573A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"405M10599",0,0.0095,0.0011,0.0034,1e-04,0.0042,0,0.1454,0.0087,0.8136,0.014,"","human","SMC","2018-09-05 00:00:00","true","{B51FF19B-B67E-4EE3-8C30-A84A19DED3B9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"405SGB015",0,0.0063,9e-04,0.0328,0.0071,0.0034,0,0.3178,0.0147,0.5878,0.0292,"","human","SMC","2018-09-05 00:00:00","true","{8634FDD5-F542-44FE-A912-7DD838D61741}",NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"203LOB020",0.0985,0.0682,0.2364,0.0786,0.0133,0.0696,0.0079,0.0875,0.2855,0.0139,0.0406,"","machine","SWAMP","","false","{8B54BCE9-156B-4200-84DF-E3AB3140E0FA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
645,"507SPISFD",0.5522,0.1842,0.0321,0.0929,0.0312,0.0815,0.0012,0.0207,6e-04,2e-04,0.0032,"","machine","SWAMP","","false","{2E4689BE-DD96-4A1B-BF0F-44E6AC65A0EC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
648,"305CE0062",9e-04,0.0288,0.0122,0.2177,0.0047,0.0012,5e-04,0.1585,0.0159,0.5429,0.0167,"","human","SMC","2018-09-05 00:00:00","false","{1108FD2F-C943-4275-A567-B1C3EC1B74AA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"202PS0134",0.0355,0.1491,0.1038,0.2177,0.0876,0.0113,0.0325,0.0822,0.0779,0.1299,0.0725,"","human","SMC","2018-09-05 00:00:00","false","{079D7785-E54C-4B76-9451-A49F9884DD19}",NA,NA,NA,NA,NA,NA,NA,NA,NA
651,"404SMB041",3e-04,0.0254,0.0145,0.0304,2e-04,0.0206,0,0.2773,0.1217,0.279,0.2306,"","human","SMC","2018-09-05 00:00:00","true","{2A1ED426-EE22-4807-ADE1-73DD1C56EF2C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"801M16916",0,0.0012,1e-04,0.0439,0.0058,0.0026,0,0.2608,0.0075,0.6625,0.0156,"2018-01-11 14:30:43.687","human","SMC","2018-09-05 00:00:00","true","{1AF01105-4150-4393-9799-6062E6F704EA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
653,"519CE0531",0.0104,0.0365,0.1425,0.2035,2e-04,0.0115,0.0021,0.2126,0.0896,0.2673,0.0238,"","machine","SWAMP","","false","{B716DCC4-507E-4AC5-80A2-DA2FA8A303E4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"536CRC283",0.0187,0.0392,0.2031,0.3955,0.1118,0.0652,0.0273,0.0193,0.0079,0.1095,0.0025,"","human","SMC","2018-09-05 00:00:00","false","{71A9A9A2-6D00-460C-8B2C-D0D1157D4BC5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
655,"205GCAxxx",0.0857,0.01,0.2471,0.4987,0.0109,0.0157,2e-04,0.1038,0.0267,0.0012,0,"","human","SMC","2018-09-05 00:00:00","false","{EA9359B5-24D8-405C-B88C-6DA146716F36}",NA,NA,NA,NA,NA,NA,NA,NA,NA
656,"505MRSRxx",0.0741,0.2173,0.0294,0.1898,0.4676,0.0136,0.002,0.0031,3e-04,0.0027,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{287F5998-DED9-42C0-BD2A-7A1E9FC1CB87}",NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"517PS0061",0.3304,0.3433,0.0097,0.0458,0.0169,0.0931,0.0971,0.0606,0.0014,4e-04,0.0013,"","human","SMC","2018-09-05 00:00:00","false","{CD560569-F650-44FA-8F7C-432014652ADD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
658,"114SQCURx",0.0327,0.0022,0.6219,0.0254,0.0808,0.1144,0.0011,0.1021,0.0176,0.0017,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{873F41D8-81AC-47BB-85C4-F06D732DA418}",NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"403STCEST",2e-04,0.0229,0.0043,0.0584,0.0154,0.0033,0,0.2529,0.0759,0.487,0.0797,"","human","SMC","2018-09-05 00:00:00","true","{F5EFE428-38BF-4065-BFAD-7A83529E1999}",NA,NA,NA,NA,NA,NA,NA,NA,NA
661,"514SBCAMR",0.1248,0.193,0,0.001,0.0076,0.0154,0.4684,0.0377,0.1521,0,0,"","human","SMC","2018-09-05 00:00:00","false","{CF1EFC8A-2526-46BD-8268-6CFBF6E98DFE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"312CAW052",1e-04,0.012,1e-04,0.4324,0.0084,1e-04,1e-04,0.2554,0.0096,0.2735,0.0083,"","machine","SWAMP","","false","{D21390EC-AB26-4872-BC3E-9D1FCE635604}",NA,NA,NA,NA,NA,NA,NA,NA,NA
664,"205SED075",0.0311,0.0244,0.1865,0.3993,0.0055,0.0039,8e-04,0.0562,0.0331,0.2217,0.0375,"","human","SMC","2018-09-05 00:00:00","false","{6244356C-C02C-4886-9A7B-F12E0E444489}",NA,NA,NA,NA,NA,NA,NA,NA,NA
665,"202BUT010",0.0486,0.1505,0.1027,0.1933,0.068,0.0149,0.0231,0.0916,0.1124,0.0942,0.1007,"","machine","SWAMP","","false","{4123D987-32F6-4CFB-8B19-1048AA8AB405}",NA,NA,NA,NA,NA,NA,NA,NA,NA
